id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
392,1,1,Female,2,3,White,3,Pennsylvania,Mid-Atlantic,Northeast
393,1,1,Female,3,4,White,2,Kentucky,East South Central,South
394,1,1,Female,3,3,White,3,Colorado,Mountain,West
395,1,1,Female,5,1,White,2,Pennsylvania,Mid-Atlantic,Northeast
396,1,1,Male,1,1,White,1,Maine,New England,Northeast
397,1,1,Male,2,3,White,2,Oregon,Pacific,West
398,1,1,Male,2,2,White,3,Colorado,Mountain,West
399,1,1,Female,2,5,Asian,3,Texas,West South Central,South
400,1,1,Female,5,3,White,3,Wisconsin,East North Central,Midwest
401,1,0,Female,1,1,White,2,South Carolina,South Atlantic,South
402,1,1,Female,3,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
403,0,1,Female,2,4,White,2,Florida,South Atlantic,South
404,1,1,Male,2,3,White,3,New York,Mid-Atlantic,Northeast
405,0,0,Female,1,1,White,2,California,Pacific,West
406,0,0,Female,2,3,Other,NA,Georgia,South Atlantic,South
407,1,1,Female,2,4,White,3,Ohio,East North Central,Midwest
408,1,1,Female,1,2,White,2,Ohio,East North Central,Midwest
409,1,1,Female,2,1,White,2,Maryland,South Atlantic,South
410,1,1,Female,2,2,White,2,New York,Mid-Atlantic,Northeast
411,1,1,Male,5,4,Other,2,Texas,West South Central,South
412,1,1,Female,1,3,White,2,Maryland,South Atlantic,South
413,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
414,1,0,Female,3,2,White,1,Colorado,Mountain,West
415,1,0,Female,2,4,White,2,Utah,Mountain,West
416,1,1,Female,1,2,White,2,Michigan,East North Central,Midwest
417,0,0,Female,2,1,Black,1,Indiana,East North Central,Midwest
418,1,1,Female,3,3,NA,3,Virginia,South Atlantic,South
419,1,1,Female,2,4,White,3,Minnesota,West North Central,Midwest
420,1,0,Female,2,3,Asian,2,Missouri,West North Central,Midwest
421,0,0,Male,3,3,Asian,2,New Jersey,Mid-Atlantic,Northeast
422,1,NA,NA,3,4,NA,2,NA,NA,NA
423,1,1,Female,3,5,NA,3,New Jersey,Mid-Atlantic,Northeast
424,1,1,Female,2,5,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
425,1,0,Female,3,3,Asian,3,New Jersey,Mid-Atlantic,Northeast
426,1,0,Female,2,3,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
427,1,1,Male,3,3,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
428,1,0,NA,2,4,Asian,3,New Jersey,Mid-Atlantic,Northeast
429,1,1,Female,3,4,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
430,0,0,Male,2,5,Asian,2,New Jersey,Mid-Atlantic,Northeast
431,1,1,Female,2,3,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
432,1,1,Male,3,5,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
433,1,1,Female,2,4,Asian,2,New Jersey,Mid-Atlantic,Northeast
434,1,1,Male,3,4,Asian,3,Massachusetts,New England,Northeast
435,1,1,Female,2,5,Asian,3,New Jersey,Mid-Atlantic,Northeast
436,1,1,Female,2,4,NA,3,New Jersey,Mid-Atlantic,Northeast
437,1,0,Female,2,3,Asian,2,New Jersey,Mid-Atlantic,Northeast
438,1,1,NA,3,3,Asian,3,New Jersey,Mid-Atlantic,Northeast
439,1,1,NA,1,1,White,2,New York,Mid-Atlantic,Northeast
440,1,0,Female,2,5,Asian,3,New Jersey,Mid-Atlantic,Northeast
441,1,0,Female,2,4,Asian,3,Virginia,South Atlantic,South
442,1,1,Female,2,5,Asian,3,New Jersey,Mid-Atlantic,Northeast
443,1,1,Male,2,5,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
444,1,1,Male,2,3,Asian,2,New Jersey,Mid-Atlantic,Northeast
445,1,1,Female,3,5,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
446,1,1,Female,2,5,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
447,1,1,Female,2,4,White,3,Virginia,South Atlantic,South
448,1,1,Female,2,2,White,3,Utah,Mountain,West
449,1,0,Female,2,1,White,2,Connecticut,New England,Northeast
450,1,0,Female,2,3,Asian,NA,NA,NA,NA
451,1,1,Female,2,5,NA,3,Florida,South Atlantic,South
452,1,1,Female,4,1,White,3,California,Pacific,West
453,1,0,Female,3,4,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
454,1,1,Female,3,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
455,1,1,Female,2,5,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
456,0,1,Male,2,2,Asian,1,Texas,West South Central,South
457,1,1,Female,4,1,White,1,Oklahoma,West South Central,South
458,1,1,Female,3,3,Asian,3,California,Pacific,West
459,1,1,Female,3,5,White,3,Pennsylvania,Mid-Atlantic,Northeast
460,1,1,Female,2,4,Asian,2,Iowa,West North Central,Midwest
461,1,1,Female,2,1,White,1,South Carolina,South Atlantic,South
462,1,1,Male,4,1,White,3,Minnesota,West North Central,Midwest
463,0,0,Female,1,3,White,2,New Jersey,Mid-Atlantic,Northeast
464,1,1,Female,2,2,White,2,Ohio,East North Central,Midwest
465,1,1,Female,2,2,White,2,Ohio,East North Central,Midwest
466,1,1,Male,3,2,White,2,Texas,West South Central,South
467,0,0,Female,1,2,NA,1,Georgia,South Atlantic,South
468,1,0,Male,2,1,White,1,Texas,West South Central,South
469,1,0,Female,1,1,Hispanic,3,Puerto Rico,NA,NA
470,0,0,Female,2,2,White,2,Tennessee,East South Central,South
471,1,1,Female,3,4,White,2,Virginia,South Atlantic,South
472,1,1,Male,2,2,White,1,Tennessee,East South Central,South
473,1,1,Female,2,3,White,1,Kentucky,East South Central,South
474,1,0,Female,3,3,White,2,Minnesota,West North Central,Midwest
475,1,1,Female,2,4,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
476,0,1,Female,2,2,White,2,Iowa,West North Central,Midwest
477,0,0,Female,2,2,White,2,Florida,South Atlantic,South
478,1,0,Male,2,1,White,1,Michigan,East North Central,Midwest
479,1,1,Female,4,4,White,3,Virginia,South Atlantic,South
480,1,1,NA,NA,NA,NA,1,New Mexico,Mountain,West
481,1,1,Female,3,5,White,1,California,Pacific,West
482,1,0,Female,2,1,White,1,Wisconsin,East North Central,Midwest
483,1,0,Female,2,3,White,2,Tennessee,East South Central,South
484,0,0,Female,1,2,Hispanic,2,Puerto Rico,NA,NA
485,1,0,Female,2,1,White,1,Texas,West South Central,South
486,1,1,Female,3,5,White,2,Kentucky,East South Central,South
487,1,0,Female,1,2,White,3,Virginia,South Atlantic,South
488,1,1,Male,4,3,White,1,California,Pacific,West
489,1,1,Female,2,4,White,2,Tennessee,East South Central,South
490,1,1,Female,2,2,White,2,Maryland,South Atlantic,South
491,1,0,Female,2,3,White,1,Missouri,West North Central,Midwest
492,1,1,Female,4,3,Black,2,DC,South Atlantic,South
493,1,1,Female,2,2,White,1,Georgia,South Atlantic,South
494,1,0,Female,2,2,White,3,North Carolina,South Atlantic,South
495,1,1,Female,2,2,White,3,Pennsylvania,Mid-Atlantic,Northeast
496,1,1,Female,1,2,White,3,Indiana,East North Central,Midwest
497,1,1,Female,2,5,White,4,Pennsylvania,Mid-Atlantic,Northeast
498,1,1,Female,2,4,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
499,1,1,Female,3,5,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
500,1,1,Female,3,4,Asian,3,Pennsylvania,Mid-Atlantic,Northeast
501,1,1,Female,2,4,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
502,1,1,Female,2,4,NA,2,Pennsylvania,Mid-Atlantic,Northeast
503,1,0,Female,3,1,White,2,New York,Mid-Atlantic,Northeast
504,1,1,Female,3,4,Asian,3,NA,NA,NA
505,1,1,Male,1,5,Asian,2,Arizona,Mountain,West
506,0,1,Female,2,2,Asian,2,California,Pacific,West
507,1,1,Female,2,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
508,1,1,Female,2,4,White,3,Pennsylvania,Mid-Atlantic,Northeast
509,1,1,Male,2,5,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
510,1,1,Male,3,2,White,2,California,Pacific,West
511,1,1,Male,3,3,Asian,1,NA,NA,NA
512,1,0,Male,2,3,Asian,2,California,Pacific,West
513,1,0,Male,2,5,White,2,New Jersey,Mid-Atlantic,Northeast
514,1,1,Female,4,5,White,2,Pennsylvania,Mid-Atlantic,Northeast
515,1,1,Female,1,2,Asian,2,California,Pacific,West
516,1,1,Male,2,2,Asian,2,Pennsylvania,Mid-Atlantic,Northeast
517,1,0,Female,1,1,White,4,Pennsylvania,Mid-Atlantic,Northeast
518,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
519,1,1,Female,2,4,White,2,Pennsylvania,Mid-Atlantic,Northeast
520,1,1,Female,1,2,Hispanic,1,New York,Mid-Atlantic,Northeast
521,1,1,Female,2,2,Black,2,Pennsylvania,Mid-Atlantic,Northeast
522,1,1,Female,3,2,Black,1,North Carolina,South Atlantic,South
523,0,0,Female,1,3,White,1,Texas,West South Central,South
524,1,1,Female,2,4,Hispanic,2,Colorado,Mountain,West
525,1,1,Female,3,5,Asian,2,Ohio,East North Central,Midwest
526,1,1,Female,2,2,White,2,Oregon,Pacific,West
527,0,1,Male,2,2,Black,1,New Mexico,Mountain,West
528,1,1,Female,2,2,Hispanic,2,New Jersey,Mid-Atlantic,Northeast
529,0,1,Female,4,2,White,1,California,Pacific,West
530,1,1,Female,3,2,Hispanic,1,Wisconsin,East North Central,Midwest
531,1,1,Female,3,2,Hispanic,2,Illinois,East North Central,Midwest
532,0,1,Female,4,3,NA,NA,Tennessee,East South Central,South
533,0,0,Female,2,4,Other,2,Maryland,South Atlantic,South
534,1,1,Male,4,3,Hispanic,3,Ohio,East North Central,Midwest
535,1,1,Male,3,4,Hispanic,1,Washington,Pacific,West
536,0,0,Female,1,3,Hispanic,2,New York,Mid-Atlantic,Northeast
537,0,0,Female,2,2,White,3,Texas,West South Central,South
538,1,1,Female,2,2,Hispanic,1,Arizona,Mountain,West
539,1,1,Male,5,3,Black,2,Pennsylvania,Mid-Atlantic,Northeast
540,1,1,Female,2,4,Black,3,California,Pacific,West
541,1,0,Male,2,2,Other,1,New York,Mid-Atlantic,Northeast
542,1,1,Female,2,2,Hispanic,1,Alabama,East South Central,South
543,1,1,Female,4,4,NA,2,Colorado,Mountain,West
544,1,0,Male,2,2,Black,2,Georgia,South Atlantic,South
545,1,1,Male,2,1,Black,1,Pennsylvania,Mid-Atlantic,Northeast
546,1,1,Female,4,5,Hispanic,2,Texas,West South Central,South
547,1,0,Female,3,3,White,2,Pennsylvania,Mid-Atlantic,Northeast
548,0,1,Male,2,1,Other,1,New Mexico,Mountain,West
549,0,1,Female,1,2,Other,2,Texas,West South Central,South
550,1,1,Female,3,2,Other,2,Hawaii,Pacific,West
551,1,0,Male,2,3,Hispanic,3,DC,South Atlantic,South
552,1,1,Female,4,3,Other,3,California,Pacific,West
553,1,1,Female,4,2,Hispanic,2,Iowa,West North Central,Midwest
554,0,0,Female,2,5,Other,3,Michigan,East North Central,Midwest
555,1,1,Female,2,5,Hispanic,2,Texas,West South Central,South
556,0,0,Female,2,1,Black,1,Texas,West South Central,South
557,0,1,Female,2,3,Other,2,Florida,South Atlantic,South
558,1,1,Male,2,2,Hispanic,3,Minnesota,West North Central,Midwest
559,0,1,Female,2,3,Hispanic,2,Texas,West South Central,South
560,1,1,Female,2,2,Hispanic,1,Tennessee,East South Central,South
561,1,1,Female,2,5,Hispanic,2,Illinois,East North Central,Midwest
562,1,1,Male,3,3,Hispanic,2,Virginia,South Atlantic,South
563,1,1,Female,2,5,Hispanic,2,California,Pacific,West
564,1,1,Female,5,4,Hispanic,3,Virginia,South Atlantic,South
565,1,1,Female,2,5,White,3,Arizona,Mountain,West
566,1,0,Female,4,2,Black,3,New York,Mid-Atlantic,Northeast
567,1,1,Female,1,2,Asian,2,New York,Mid-Atlantic,Northeast
568,0,0,Female,2,1,Other,3,Maryland,South Atlantic,South
569,1,1,Male,2,5,Hispanic,2,Texas,West South Central,South
570,1,1,Female,2,4,Hispanic,2,Florida,South Atlantic,South
571,1,1,Female,5,4,Black,2,Maryland,South Atlantic,South
572,1,1,Female,4,5,Black,3,Florida,South Atlantic,South
573,0,1,Male,2,4,Black,1,New York,Mid-Atlantic,Northeast
574,1,1,Female,2,4,Asian,3,New York,Mid-Atlantic,Northeast
575,0,0,Female,4,2,Black,2,NA,NA,NA
576,1,1,Female,3,5,Black,2,DC,South Atlantic,South
577,0,1,Female,4,4,Black,2,New York,Mid-Atlantic,Northeast
578,1,1,Male,3,4,Hispanic,2,Maryland,South Atlantic,South
579,1,1,Female,5,NA,NA,2,New York,Mid-Atlantic,Northeast
580,1,0,NA,3,1,NA,1,NA,NA,NA
581,1,1,Male,3,2,Black,1,New York,Mid-Atlantic,Northeast
582,1,1,Male,3,5,Asian,2,Maryland,South Atlantic,South
583,0,0,Female,3,1,Other,1,Florida,South Atlantic,South
584,1,1,Female,2,4,White,3,Maryland,South Atlantic,South
585,0,1,Female,4,1,Black,2,Florida,South Atlantic,South
586,0,1,Female,2,4,Black,2,Louisiana,West South Central,South
587,1,1,Female,3,2,Hispanic,1,New York,Mid-Atlantic,Northeast
588,1,0,Female,2,4,Black,2,New York,Mid-Atlantic,Northeast
589,0,1,Female,3,5,Asian,3,Illinois,East North Central,Midwest
590,1,1,Female,2,3,White,1,Pennsylvania,Mid-Atlantic,Northeast
591,1,1,Male,2,1,White,1,Pennsylvania,Mid-Atlantic,Northeast
592,0,1,Male,4,2,White,2,Pennsylvania,Mid-Atlantic,Northeast
