id,covid_vaccine,flu_shot,gender,age_group,education,race,financial_status,US_State,Census_region,Region
1870,1,1,Male,4,3,White,2,Illinois,East North Central,NA
1871,1,0,Female,2,2,Black,1,Missouri,West North Central,NA
1872,1,1,Male,5,5,White,4,Florida,South Atlantic,NA
1873,1,1,Male,4,4,White,3,Tennessee,East South Central,NA
1874,1,1,Female,4,4,White,2,New York,Mid-Atlantic,NA
1875,1,1,Male,4,1,White,2,Pennsylvania,Mid-Atlantic,NA
1876,1,1,Male,5,3,White,2,New York,Mid-Atlantic,NA
1877,1,1,Male,5,2,White,2,New York,Mid-Atlantic,NA
1878,1,1,Female,4,4,White,3,md,South Atlantic,NA
1879,1,1,Female,3,5,Hispanic,2,Florida,South Atlantic,NA
1880,1,1,Male,5,5,White,2,AZ,Mountain,NA
1881,1,1,Female,3,3,White,1,Va,South Atlantic,NA
1882,1,1,Female,4,3,White,2,Kansas,West North Central,NA
1883,1,1,Male,2,4,White,1,Ohio,East North Central,NA
1884,1,1,Female,2,2,White,2,Tennessee,East South Central,NA
1885,1,1,Male,5,2,White,3,California,Pacific,NA
1886,1,1,Male,4,3,White,2,MN,West North Central,NA
1887,1,1,Male,5,3,White,2,Ohio,East North Central,NA
1888,1,1,Female,2,4,White,4,DC,South Atlantic,NA
1889,1,1,Male,5,5,White,2,Ohio,East North Central,NA
1890,1,1,Female,2,1,Hispanic,2,PA,Mid-Atlantic,NA
1891,1,1,Male,5,4,White,2,Arizona,Mountain,NA
1892,1,1,Male,4,5,White,2,Maryland,South Atlantic,NA
1893,1,1,Female,5,5,White,3,Illinois,East North Central,NA
1894,1,1,Female,4,4,White,3,Florida,South Atlantic,NA
1895,1,1,Male,5,4,White,1,new york,Mid-Atlantic,NA
1896,1,1,Male,5,3,White,4,KY,East South Central,NA
1897,1,1,Male,4,2,White,2,indiana,East North Central,NA
1898,1,1,Female,2,2,White,1,ohio,East North Central,NA
1899,1,1,Female,1,1,Asian,4,New York,Mid-Atlantic,NA
1900,1,1,Male,4,5,White,3,new york,Mid-Atlantic,NA
1901,1,1,Female,4,3,White,2,Oregon,Pacific,NA
1902,1,1,Male,4,3,White,3,Florida,South Atlantic,NA
1903,1,1,Female,2,5,Asian,3,New Jersey,Mid-Atlantic,NA
1904,1,1,Male,5,2,White,2,Missouri,West North Central,NA
1905,1,1,Female,2,3,White,2,Ohio,East North Central,NA
1906,1,1,Female,3,3,Asian,3,Massachusetts,New England,NA
1907,0,0,Male,4,5,Other,3,ohio,East North Central,NA
1908,1,1,Male,4,5,White,2,Az,Mountain,NA
1909,1,1,Female,5,4,White,3,NA,NA,NA
1910,1,1,Female,5,4,White,2,ct,New England,NA
1911,1,1,Male,4,2,White,2,CA,Pacific,NA
1912,1,1,Female,2,4,Black,1,TX,West South Central,NA
1913,1,1,Female,3,5,White,2,CA,Pacific,NA
1914,1,1,Female,4,5,Black,3,Virginia,South Atlantic,NA
1915,1,1,Female,2,4,NA,3,Iowa,West North Central,NA
1916,1,1,Male,2,4,Other,2,Michigan,East North Central,NA
1917,1,1,Male,4,3,White,3,Nevada,Mountain,NA
1918,1,1,Female,4,4,White,2,Tennessee,East South Central,NA
1919,0,1,Male,4,2,White,2,Washington,Pacific,NA
1920,1,1,Female,3,2,White,2,CT,New England,NA
1921,1,1,Female,3,2,White,1,Co,Mountain,NA
1922,1,1,Male,3,5,White,3,Texas,West South Central,NA
1923,1,1,Male,5,5,White,3,Florida,South Atlantic,NA
1924,1,1,Male,5,4,White,3,Arizona,Mountain,NA
1925,1,1,Female,5,4,White,2,Illinois,East North Central,NA
1926,1,1,Male,2,3,White,2,Ohio,East North Central,NA
1927,1,1,Male,3,2,Black,1,Massachusetts,New England,NA
1928,1,1,Male,5,5,White,4,Iowa,West North Central,NA
1929,1,1,Female,5,2,White,2,New York,Mid-Atlantic,NA
1930,1,1,Male,3,2,White,3,illinois,East North Central,NA
1931,1,1,Female,3,4,White,2,CA,Pacific,NA
1932,1,1,Female,5,1,White,2,Missouri,West North Central,NA
1933,1,1,Male,3,1,White,2,Ohio,East North Central,NA
1934,1,1,Female,4,4,White,2,Illinois,East North Central,NA
1935,0,1,Male,5,5,White,3,Wisconsin,East North Central,NA
1936,1,1,Male,4,3,White,2,New Jersey,Mid-Atlantic,NA
1937,1,1,Female,5,1,White,1,California,Pacific,NA
1938,1,1,Male,4,2,White,2,California,Pacific,NA
1939,1,1,Female,2,4,White,1,Ohio,East North Central,NA
1940,1,1,Male,3,4,Asian,3,Pennsylvania,Mid-Atlantic,NA
1941,1,1,Female,2,5,White,2,North Dakota,West North Central,NA
1942,1,0,Male,5,5,White,2,California,Pacific,NA
1943,1,1,Female,1,2,White,4,Iowa,West North Central,NA
1944,1,1,Male,4,4,White,3,Tennessee,East South Central,NA
1945,1,1,Female,2,4,White,2,Utah,Mountain,NA
1946,1,1,Male,3,4,White,2,Utah,Mountain,NA
1947,1,1,Male,5,1,White,2,Illinois,East North Central,NA
1948,0,0,Female,4,3,White,2,FLORIDA,South Atlantic,NA
1949,1,0,Female,2,5,Other,1,colorado,Mountain,NA
1950,0,1,Female,1,2,White,2,California,Pacific,NA
1951,0,0,Male,5,3,White,2,Colorado,Mountain,NA
1952,1,1,Male,3,4,Other,2,ARIZONA,Mountain,NA
1953,1,1,Female,4,3,White,3,NY,Mid-Atlantic,NA
1954,1,1,Female,4,3,Hispanic,2,Colorado,Mountain,NA
1955,1,1,Female,3,2,White,3,NY,Mid-Atlantic,NA
1956,1,0,Male,5,3,White,3,New York,Mid-Atlantic,NA
1957,1,1,Male,3,4,Hispanic,2,North Carolina,South Atlantic,NA
1958,1,1,Female,3,1,White,1,IL,East North Central,NA
1959,1,1,Male,3,4,White,2,North carolina,South Atlantic,NA
1960,1,1,Female,2,4,White,2,California,Pacific,NA
1961,1,1,Male,3,4,White,4,ohio,East North Central,NA
1962,0,0,Female,4,4,White,2,Montana,Mountain,NA
1963,1,1,Male,4,5,White,3,Virginia,South Atlantic,NA
1964,1,1,Female,4,2,White,2,WA,Pacific,NA
1965,1,1,Male,4,2,White,3,Maryland,South Atlantic,NA
1966,1,1,Female,3,3,White,2,North Carolina,South Atlantic,NA
1967,1,1,Male,5,4,NA,2,kentucky,East South Central,NA
1968,1,1,Female,5,2,White,3,Washington,Pacific,NA
1969,1,1,Female,4,3,White,3,maryland,South Atlantic,NA
1970,1,1,Male,1,1,White,1,Idaho,Mountain,NA
1971,1,1,Female,4,1,White,2,new york,Mid-Atlantic,NA
1972,0,1,Male,1,1,White,2,Minnesota,West North Central,NA
1973,1,1,Male,4,1,White,2,CA,Pacific,NA
1974,1,1,Male,5,4,White,NA,Colorado,Mountain,NA
1975,1,1,Male,3,4,White,2,Michigan,East North Central,NA
1976,1,1,Female,1,2,White,2,Massachusetts,New England,NA
1977,1,NA,Male,4,5,White,3,Ohio,East North Central,NA
1978,1,1,Male,5,5,White,4,New Jersey,Mid-Atlantic,NA
1979,0,1,Male,5,1,White,2,Tennessee,East South Central,NA
1980,1,1,Female,3,4,White,2,RI,New England,NA
1981,1,1,Female,3,3,White,4,Utah,Mountain,NA
1982,1,1,Female,3,2,White,2,North Carolina,South Atlantic,NA
1983,0,0,Male,3,1,Black,1,Ohio,East North Central,NA
1984,0,0,Male,4,3,White,3,Georgia,South Atlantic,NA
1985,1,1,Male,2,4,White,2,Tennessee,East South Central,NA
1986,1,1,Female,3,3,White,2,California,Pacific,NA
1987,0,1,Female,2,4,Hispanic,2,Ohio,East North Central,NA
1988,0,0,Female,4,3,White,1,Ohio,East North Central,NA
1989,1,0,Female,3,3,Black,1,Ohio,East North Central,NA
1990,1,1,Female,4,2,White,2,IA,West North Central,NA
1991,1,1,Female,2,4,White,1,CO,Mountain,NA
1992,1,1,Female,4,4,White,3,va,South Atlantic,NA
1993,1,1,Female,2,4,White,1,New York,Mid-Atlantic,NA
1994,1,1,Male,5,5,White,3,NC,South Atlantic,NA
1995,0,1,Male,5,3,White,2,Ohio,East North Central,NA
1996,0,1,Male,2,4,NA,2,Ohio,East North Central,NA
1997,1,1,Female,3,4,White,2,Ohio,East North Central,NA
1998,1,1,Female,2,4,Asian,3,New York,Mid-Atlantic,NA
1999,1,1,Female,4,4,White,1,New York,Mid-Atlantic,NA
2000,0,1,Female,3,1,White,1,California,Pacific,NA
2001,1,1,Female,3,5,Hispanic,2,NY,Mid-Atlantic,NA
2002,1,1,Female,2,2,Other,3,Virginia,South Atlantic,NA
2003,1,1,Female,4,4,White,2,Ohio,East North Central,NA
2004,1,1,Female,3,5,White,3,Maryland,South Atlantic,NA
2005,1,0,Female,3,3,Asian,3,FL,South Atlantic,NA
2006,1,1,Female,3,5,White,2,MN,West North Central,NA
2007,1,1,Male,5,3,White,2,CA,Pacific,NA
2008,0,1,Female,3,2,Black,2,Ohio,East North Central,NA
2009,1,1,Male,4,3,White,1,Arizona,Mountain,NA
2010,1,1,Female,5,4,White,3,Oregon,Pacific,NA
2011,1,1,Female,3,5,White,2,New York,Mid-Atlantic,NA
2012,1,1,Female,2,4,White,3,Ohio,East North Central,NA
2013,1,1,Female,3,5,NA,1,New Mexico,Mountain,NA
2014,1,1,Male,2,2,Hispanic,3,Minnesota,West North Central,NA
2015,1,1,Female,2,4,White,3,Arizona,Mountain,NA
2016,1,1,Female,3,5,White,3,Rhode Island,New England,NA
2017,1,0,Female,2,2,White,2,CO,Mountain,NA
2018,1,1,Male,4,3,White,2,Ohio,East North Central,NA
2019,1,1,Male,5,5,Other,2,Minnesota,West North Central,NA
2020,1,1,Male,3,5,White,2,Illinois,East North Central,NA
2021,1,0,Female,3,2,Black,2,Maryland,South Atlantic,NA
2022,0,0,Female,2,1,Black,1,Georgia,South Atlantic,NA
2023,1,0,Female,3,4,White,2,New Mexico,Mountain,NA
2024,1,1,Female,2,5,White,2,MA,New England,NA
2025,1,1,Female,2,2,White,1,Florida,South Atlantic,NA
2026,1,1,Male,3,2,White,3,Wisconsin,East North Central,NA
2027,1,0,Female,4,3,White,2,Florida,South Atlantic,NA
2028,1,1,Female,3,1,Asian,1,Ohio,East North Central,NA
2029,1,1,Female,3,4,White,3,TN,East South Central,NA
2030,1,1,Female,2,2,White,2,New York,Mid-Atlantic,NA
2031,1,1,Male,3,2,White,3,California,Pacific,NA
2032,1,1,Male,5,5,White,3,Minnesota,West North Central,NA
2033,1,1,Female,5,1,White,2,Idaho,Mountain,NA
2034,1,1,Male,1,1,White,2,Nevada,Mountain,NA
2035,1,1,Female,4,3,Hispanic,1,FL,South Atlantic,NA
2036,1,1,Male,4,4,White,3,Oregon,Pacific,NA
2037,1,1,Female,4,5,Hispanic,2,Texas,West South Central,NA
2038,1,1,Male,5,3,White,2,OR,Pacific,NA
2039,1,1,Female,3,2,White,3,CT,New England,NA
2040,1,1,Male,5,4,White,3,Iowa,West North Central,NA
2041,1,1,Female,3,2,White,2,NA,NA,NA
2042,1,0,Female,2,3,White,1,vermont/pa,New England,NA
2043,1,1,Female,3,4,White,1,WA,Pacific,NA
2044,1,1,Female,3,4,White,2,TN,East South Central,NA
2045,1,1,Female,4,5,White,4,Kentucky,East South Central,NA
2046,1,1,Female,2,1,White,3,Illinois,East North Central,NA
2047,1,1,Female,5,4,White,2,Missouri,West North Central,NA
2048,1,1,Female,4,3,White,3,florida,South Atlantic,NA
2049,0,1,Female,3,1,White,1,NY,Mid-Atlantic,NA
2050,1,1,Male,4,3,White,3,Ohio,East North Central,NA
2051,1,1,Female,5,3,White,2,Nevada,Mountain,NA
2052,1,1,Female,4,5,White,3,IA,West North Central,NA
2053,1,1,Male,4,5,White,3,CA,Pacific,NA
2054,0,1,Female,4,2,White,2,North Carolina,South Atlantic,NA
2055,1,1,Female,5,5,White,2,Delaware,South Atlantic,NA
2056,0,1,Male,2,4,Hispanic,2,California,Pacific,NA
2057,0,1,Female,4,4,White,1,Georgia,South Atlantic,NA
2058,1,0,Male,4,2,White,3,CA,Pacific,NA
2059,1,1,Male,2,2,White,3,California,Pacific,NA
2060,1,1,Female,4,4,White,3,Ohio,East North Central,NA
2061,1,1,Female,2,3,White,2,VA,South Atlantic,NA
2062,1,1,Male,5,4,White,2,ca,Pacific,NA
2063,0,1,Male,3,3,White,2,Va,South Atlantic,NA
2064,1,1,Male,5,1,White,2,Oregon,Pacific,NA
2065,1,1,Female,4,2,White,2,california,Pacific,NA
2066,1,0,Female,4,5,White,3,MI,East North Central,NA
2067,1,0,Female,2,5,Black,2,Delaware,South Atlantic,NA
2068,1,1,Male,5,1,White,2,Iowa,West North Central,NA
2069,1,1,NA,NA,5,NA,NA,New York,Mid-Atlantic,NA
2070,1,1,Female,3,3,White,2,Georga,South Atlantic,NA
2071,1,1,Male,4,3,White,1,New York,Mid-Atlantic,NA
2072,1,1,Male,5,3,White,2,Missouri,West North Central,NA
2073,0,1,Female,2,5,White,4,Maryland,South Atlantic,NA
2074,0,0,Female,2,3,Other,3,New York,Mid-Atlantic,NA
2075,1,1,Female,3,5,White,3,VA,South Atlantic,NA
2076,1,1,Female,2,5,Asian,3,WI,East North Central,NA
2077,1,1,NA,2,2,White,1,Colorado,Mountain,NA
2078,1,1,Female,4,3,White,2,Tennessee,East South Central,NA
2079,1,1,Female,2,1,White,1,Illinois,East North Central,NA
2080,1,1,Female,5,3,White,3,Missouri,West North Central,NA
2081,1,1,Male,4,2,White,3,California,Pacific,NA
2082,1,1,Female,5,4,White,3,Nevada,Mountain,NA
2083,1,1,Female,1,2,White,2,Maryland,South Atlantic,NA
2084,1,1,Female,1,2,White,2,Massachusetts,New England,NA
2085,0,1,Male,2,2,Asian,1,TX,West South Central,NA
2086,1,1,Female,2,4,Asian,3,MO,West North Central,NA
2087,1,1,Female,4,2,White,2,California,Pacific,NA
2088,1,1,Female,4,4,Other,3,NA,NA,NA
2089,1,0,Male,4,5,White,2,Illinois,East North Central,NA
2090,1,1,Male,5,3,Other,2,WA,Pacific,NA
2091,0,1,Female,3,3,NA,2,Ohio,East North Central,NA
2092,1,1,Female,2,4,White,2,Minnesota,West North Central,NA
2093,0,0,Male,4,5,White,3,CA,Pacific,NA
2094,0,1,Male,4,2,NA,2,New York,Mid-Atlantic,NA
2095,0,1,Male,2,5,Other,3,Va,South Atlantic,NA
2096,1,1,Female,2,4,White,2,Maine,New England,NA
2097,1,1,Female,2,2,White,1,NY,Mid-Atlantic,NA
2098,1,1,Male,4,2,White,3,California,Pacific,NA
2099,1,1,Female,3,5,White,2,Ohio,East North Central,NA
2100,0,0,Female,2,4,White,3,DC,South Atlantic,NA
2101,1,1,Female,2,5,White,2,new york,Mid-Atlantic,NA
2102,1,1,Female,3,1,White,1,IA,West North Central,NA
2103,1,0,Female,4,2,White,2,Washington,Pacific,NA
2104,0,1,Female,3,3,Other,2,Texas,West South Central,NA
2105,1,1,Male,4,1,Hispanic,2,Utah,Mountain,NA
2106,1,1,Female,2,2,White,2,Iowa,West North Central,NA
2107,0,0,Female,3,3,White,2,ohio,East North Central,NA
2108,1,1,NA,2,2,White,1,New York,Mid-Atlantic,NA
2109,1,1,Female,2,4,White,2,Minnesota,West North Central,NA
2110,1,1,Female,4,4,White,3,North Carolina,South Atlantic,NA
2111,1,1,Female,5,5,White,3,NV,Mountain,NA
2112,1,1,Female,5,4,White,3,MN,West North Central,NA
2113,1,1,Male,4,3,White,2,Missouri,West North Central,NA
2114,1,1,Male,4,3,White,2,Tennessee,East South Central,NA
2115,1,1,Female,4,5,White,3,Georgia,South Atlantic,NA
2116,1,1,Male,3,4,Hispanic,3,Virginia,South Atlantic,NA
2117,1,1,Female,4,3,White,2,New Mexico,Mountain,NA
2118,1,1,Female,4,4,White,1,Georgia,South Atlantic,NA
2119,0,1,Male,4,3,White,2,Iowa,West North Central,NA
2120,1,0,Female,1,2,Other,2,maryland,South Atlantic,NA
2121,1,1,Female,4,4,White,2,GA,South Atlantic,NA
2122,1,1,Male,4,4,White,3,Arkansas,West South Central,NA
2123,1,1,Female,5,3,White,2,New York,Mid-Atlantic,NA
2124,1,1,Female,5,4,White,2,Ga,South Atlantic,NA
2125,1,1,Male,4,3,White,2,Georgia,South Atlantic,NA
2126,1,1,Female,5,3,White,2,Montana,Mountain,NA
2127,1,1,Female,1,2,White,2,Texas,West South Central,NA
2128,0,1,Female,3,1,White,2,Pa,Mid-Atlantic,NA
2129,1,1,Female,4,1,Black,2,DC,South Atlantic,NA
2130,1,1,Female,4,3,White,3,MN,West North Central,NA
2131,1,0,Female,3,3,White,2,Oklahoma,West South Central,NA
2132,1,1,Female,5,4,Hispanic,2,Arizona,Mountain,NA
2133,1,1,Female,4,3,White,2,Iowa,West North Central,NA
2134,1,1,Female,5,4,White,2,utah,Mountain,NA
2135,1,1,Male,5,4,White,3,Arizona,Mountain,NA
2136,1,1,Female,5,2,White,2,Arizona,Mountain,NA
2137,1,1,Female,4,5,White,2,Kansas,West North Central,NA
2138,1,1,Female,2,2,White,3,Ohio,East North Central,NA
2139,1,1,Male,5,5,White,3,Michigan,East North Central,NA
2140,1,1,Female,5,4,White,2,Or,Pacific,NA
2141,0,0,Female,3,3,White,2,Maine,New England,NA
2142,1,1,Female,5,3,White,3,FL,South Atlantic,NA
2143,1,1,Female,4,2,White,2,Georgia,South Atlantic,NA
2144,1,1,Female,2,2,White,1,Ohio,East North Central,NA
2145,1,1,Female,2,2,White,2,NC,South Atlantic,NA
2146,1,1,Female,3,2,White,1,Kentucky,East South Central,NA
2147,1,1,Female,2,4,Asian,2,CA,Pacific,NA
2148,1,1,Female,4,4,White,2,Florida,South Atlantic,NA
2149,1,1,Male,4,1,White,1,Virginia,South Atlantic,NA
2150,1,0,Male,1,1,Hispanic,1,UT,Mountain,NA
2151,1,1,Female,2,5,Other,3,CA,Pacific,NA
2152,1,1,Female,2,4,White,1,Kentucky,East South Central,NA
2153,1,1,Male,3,3,White,1,Maryland,South Atlantic,NA
2154,1,1,Female,1,2,Other,2,TN,East South Central,NA
2155,1,1,Male,5,3,White,1,Ohio,East North Central,NA
2156,1,1,Female,3,3,White,2,California,Pacific,NA
2157,1,1,Female,4,3,White,2,New Jersey,Mid-Atlantic,NA
2158,1,1,Female,3,2,White,2,Arizona,Mountain,NA
2159,0,1,Female,2,1,White,1,Ohio,East North Central,NA
2160,1,1,Female,5,1,White,3,California,Pacific,NA
2161,0,1,Female,4,1,Black,2,Ohio,East North Central,NA
2162,0,1,Male,4,3,White,4,Tennessee,East South Central,NA
2163,1,1,Female,5,3,White,2,California,Pacific,NA
2164,1,1,Male,5,2,White,3,NA,NA,NA
2165,1,1,Male,5,3,White,2,oregon,Pacific,NA
2166,1,1,Male,5,2,White,2,ohio,East North Central,NA
2167,1,1,Female,2,4,White,3,Missouri,West North Central,NA
2168,1,1,Female,2,1,White,1,Oregon,Pacific,NA
2169,1,1,Female,3,2,White,2,Utah,Mountain,NA
2170,0,1,Female,2,1,White,1,Kentucky,East South Central,NA
2171,1,1,Female,4,2,White,2,GA,South Atlantic,NA
2172,1,1,Male,5,5,White,2,Missouri,West North Central,NA
2173,1,1,Female,2,2,White,2,NY,Mid-Atlantic,NA
2174,1,1,Female,4,5,White,2,NA,NA,NA
2175,1,1,Female,5,2,White,2,New York,Mid-Atlantic,NA
2176,1,1,Female,4,1,White,2,Tennessee,East South Central,NA
2177,1,1,Female,2,3,White,2,SD,West North Central,NA
2178,1,1,Female,2,3,White,2,Georgia,South Atlantic,NA
2179,1,1,Female,5,3,White,2,Ky,East South Central,NA
2180,0,0,Female,NA,5,White,2,MN,West North Central,NA
2181,1,1,Male,3,4,White,3,Tennessee,East South Central,NA
2182,1,1,Female,2,5,NA,3,NY,Mid-Atlantic,NA
2183,1,0,Female,3,5,Asian,2,ca,Pacific,NA
2184,1,1,Female,3,4,White,2,OR,Pacific,NA
2185,0,0,Female,2,3,White,2,Ohio,East North Central,NA
2186,0,1,Female,3,4,White,2,Georgia,South Atlantic,NA
2187,1,1,Female,4,5,White,3,California,Pacific,NA
2188,1,1,Female,5,2,White,3,ohio,East North Central,NA
2189,1,1,Female,3,4,White,2,Nevada,Mountain,NA
2190,1,1,Male,4,2,NA,2,CA,Pacific,NA
2191,1,1,Male,2,2,Other,2,New York,Mid-Atlantic,NA
2192,1,1,Female,5,3,White,2,Oregon,Pacific,NA
2193,1,1,Female,5,5,White,3,Washington,Pacific,NA
2194,1,1,Female,2,4,White,2,Ohio,East North Central,NA
2195,1,0,Male,5,3,White,3,Virginia,South Atlantic,NA
2196,1,1,Female,3,2,White,2,IA,West North Central,NA
2197,1,1,Female,2,3,White,2,Colorado,Mountain,NA
2198,1,1,Female,3,4,White,3,NA,NA,NA
2199,1,1,Female,2,3,White,1,Kentucky,East South Central,NA
2200,1,1,Female,4,4,White,2,California,Pacific,NA
2201,0,1,Male,3,4,Other,3,Utah,Mountain,NA
2202,0,0,Female,2,2,NA,3,New Mexico,Mountain,NA
2203,1,1,Male,5,3,White,2,CA,Pacific,NA
2204,0,0,Male,5,3,White,2,Florida,South Atlantic,NA
2205,1,1,Female,3,3,White,3,Mississippi,East South Central,NA
2206,1,1,Female,3,2,Hispanic,2,Ohio,East North Central,NA
2207,1,1,Female,5,3,White,2,NY,Mid-Atlantic,NA
2208,1,1,Female,5,4,White,2,ny,Mid-Atlantic,NA
2209,0,0,Male,5,5,White,2,Florida,South Atlantic,NA
2210,1,1,Female,5,3,White,3,MO,West North Central,NA
2211,1,0,Female,3,2,NA,1,Oregon,Pacific,NA
2212,1,1,Male,5,4,White,2,CA,Pacific,NA
2213,1,1,Female,4,5,White,3,oregon,Pacific,NA
2214,1,1,Female,1,2,White,3,Indiana,East North Central,NA
2215,1,1,Female,4,3,White,2,arizona,Mountain,NA
2216,1,1,Female,4,5,White,2,New York,Mid-Atlantic,NA
2217,1,1,Female,5,5,White,3,New Mexico,Mountain,NA
2218,1,1,Male,5,5,White,2,utah,Mountain,NA
2219,0,0,Female,3,1,White,1,Ga,South Atlantic,NA
2220,1,1,Female,5,2,White,3,Ohio,East North Central,NA
2221,1,1,Female,4,5,White,2,ARIZONA,Mountain,NA
2222,1,1,Female,3,4,Asian,2,Ca,Pacific,NA
2223,0,1,Male,4,3,White,3,California,Pacific,NA
2224,1,1,Female,3,2,White,2,Washington,Pacific,NA
2225,1,1,Male,4,4,White,2,NY,Mid-Atlantic,NA
2226,1,1,Female,4,3,White,2,North Carolina,South Atlantic,NA
2227,1,1,Female,4,2,White,2,Minnesota,West North Central,NA
2228,1,0,Female,5,3,Other,3,CALIFORNIA,Pacific,NA
2229,1,1,Male,4,4,White,3,California,Pacific,NA
2230,1,1,Male,4,2,White,3,Virginia,South Atlantic,NA
2231,1,1,Female,3,1,Asian,2,California,Pacific,NA
2232,1,1,Female,3,1,Hispanic,1,Ohio,East North Central,NA
2233,0,1,Female,4,3,White,1,Oregon,Pacific,NA
2234,1,1,Female,5,4,White,1,New York,Mid-Atlantic,NA
2235,1,1,Female,2,1,White,3,California,Pacific,NA
2236,1,1,Female,5,2,White,2,ILLINOIS,East North Central,NA
2237,1,0,Female,2,2,White,1,New York,Mid-Atlantic,NA
2238,1,1,Female,1,2,White,3,VA,South Atlantic,NA
2239,1,1,Female,4,2,White,1,Wisconsin,East North Central,NA
2240,1,1,Female,4,4,White,3,Washington,Pacific,NA
2241,1,1,Female,2,2,White,1,Georgia,South Atlantic,NA
2242,1,1,Male,3,4,Hispanic,2,GA,South Atlantic,NA
2243,1,1,Male,2,2,Asian,2,Virginia,South Atlantic,NA
2244,0,0,Female,3,4,White,2,Maryland,South Atlantic,NA
2245,1,1,NA,NA,4,NA,2,NA,NA,NA
2246,1,1,Female,3,3,Black,2,Washington,Pacific,NA
2247,1,1,Male,5,4,White,3,Virginia,South Atlantic,NA
2248,1,1,Male,2,5,White,3,Minnesota,West North Central,NA
2249,1,1,Male,4,4,White,3,NY,Mid-Atlantic,NA
2250,1,1,Female,4,1,Black,2,WA,Pacific,NA
2251,1,1,Female,3,3,White,3,NY,Mid-Atlantic,NA
2252,1,1,Male,4,3,White,2,South Carolina,South Atlantic,NA
2253,1,1,Female,2,2,White,2,Washington,Pacific,NA
2254,1,1,Female,3,4,White,2,Tn,East South Central,NA
2255,0,1,Female,2,3,Other,2,New Jersey,Mid-Atlantic,NA
2256,1,1,Male,4,5,White,2,WA,Pacific,NA
2257,1,1,Female,3,5,Black,2,GEORGIA,South Atlantic,NA
2258,1,1,Female,2,2,White,1,Ohio,East North Central,NA
2259,0,1,Female,3,3,White,2,NY,Mid-Atlantic,NA
2260,0,0,Female,2,3,White,1,mi,East North Central,NA
2261,1,1,Male,5,5,White,2,NA,NA,NA
2262,1,1,Female,3,4,White,3,Nevada,Mountain,NA
2263,1,1,Female,2,4,White,2,UTAH,Mountain,NA
2264,1,1,Female,3,5,White,2,Ohio,East North Central,NA
2265,1,1,Female,2,2,NA,1,Utah,Mountain,NA
2266,1,1,Male,4,5,White,2,Washington,Pacific,NA
2267,0,0,Female,2,3,White,2,MA,New England,NA
2268,0,0,Female,3,3,White,2,Maine,New England,NA
2269,1,1,Male,5,5,White,3,OR,Pacific,NA
2270,1,1,Male,4,2,White,2,washington,Pacific,NA
2271,1,1,Female,3,2,White,2,Nh,New England,NA
2272,1,1,Male,5,3,White,2,FL,South Atlantic,NA
2273,1,1,Male,4,1,White,2,Vermont,New England,NA
2274,1,1,Female,5,4,White,2,NA,NA,NA
2275,1,1,Female,4,2,White,3,WA,Pacific,NA
2276,1,1,NA,1,2,White,3,Kentucky,East South Central,NA
2277,1,1,Female,3,4,White,4,Kentucky,East South Central,NA
2278,0,0,Female,3,2,White,1,Ohio,East North Central,NA
2279,0,1,Female,3,4,White,2,Virginia,South Atlantic,NA
2280,1,1,Male,3,2,White,2,NC,South Atlantic,NA
2281,1,1,Male,4,2,White,2,Missouri,West North Central,NA
2282,1,0,Female,4,3,White,2,WI,East North Central,NA
2283,1,1,Female,4,2,White,2,Missouri,West North Central,NA
2284,1,1,NA,2,3,White,1,NC,South Atlantic,NA
2285,1,1,Female,2,2,White,1,MT,Mountain,NA
2286,1,1,Female,3,1,NA,2,California,Pacific,NA
2287,1,1,Female,2,4,Black,2,TN,East South Central,NA
2288,1,1,Female,2,2,White,2,Idaho,Mountain,NA
2289,1,1,Male,4,4,White,1,north dakota,West North Central,NA
2290,1,1,Female,5,4,White,3,California,Pacific,NA
2291,1,1,Male,5,5,White,2,NA,NA,NA
2292,1,1,Female,4,4,White,2,NA,NA,NA
2293,1,0,Male,2,1,White,2,Michigan,East North Central,NA
2294,1,0,Male,3,2,White,3,Oklahoma,West South Central,NA
2295,1,1,Female,4,4,White,2,Ohio,East North Central,NA
2296,0,0,Female,4,4,White,3,CA,Pacific,NA
2297,1,1,Female,5,5,White,3,Missouri,West North Central,NA
2298,1,1,Female,4,2,White,3,Maine,New England,NA
2299,0,0,Female,2,2,White,3,Nebraska,West North Central,NA
2300,0,1,Male,2,2,NA,2,NY,Mid-Atlantic,NA
2301,1,1,Male,2,2,White,4,Washington,Pacific,NA
2302,1,1,Female,3,3,White,3,Louisiana,West South Central,NA
2303,1,1,Male,4,3,White,3,Washington,Pacific,NA
2304,1,1,Female,3,3,White,2,California,Pacific,NA
2305,1,1,Male,4,4,White,2,florida,South Atlantic,NA
2306,1,1,Female,2,5,White,3,Virginia,South Atlantic,NA
2307,1,1,Male,4,4,White,2,Virginia,South Atlantic,NA
2308,0,1,Female,2,2,Black,2,GA,South Atlantic,NA
2309,1,1,Female,3,5,White,1,CA,Pacific,NA
2310,1,1,Female,2,5,White,2,Nevada,Mountain,NA
2311,1,1,Female,3,5,White,3,new mexico,Mountain,NA
2312,1,1,Male,5,3,White,2,Georgia,South Atlantic,NA
2313,1,1,Male,5,2,White,3,Colorado,Mountain,NA
